"country","year","current_account_balance_pct_gdp","govt_gross_debt_pct_gdp","population_millions","unemployment_rate_pct","gdp_per_capita_ppp","gdp_growth_pct","inflation_avg_cpi_pct","inflation_change_pct","region","ihs_inflation","ihs_unemployment","ihs_debt","ihs_gdp_growth"
"Lesotho",1982,36.731,0,1.349,9.025,1208.73,5.556,12.416,0.202,"Sub-Saharan Africa",3.21375093589966,2.896200993243,0,2.41602765992898
"Madagascar",1982,-6.256,138.926,9.15,13.623,1975.25,-1.9,31.907,1.45,"Sub-Saharan Africa",4.15621807751302,3.30625109094695,5.6271015506538,-1.39799836511143
"Malawi",1982,-3.877,38.551,6.923,12.6,1006.83,2.516,9.524,-2.476,"Sub-Saharan Africa",2.9497069237657,3.22841499189659,4.34529739468724,1.6531570600581
"Mali",1982,-7.849,149.539,7.696,17.829,1117.34,-11.557,3.852,-8.865,"Sub-Saharan Africa",2.05817786609768,3.57475907643379,5.70071558847143,-3.14230501944879
"Mauritius",1982,-3.635,28.754,0.993,20.563,5446.25,5.497,13.384,-13.066,"Sub-Saharan Africa",3.2885998547383,3.71723124565581,4.05222630483039,2.40552232725709
"Mozambique",1982,-13.559,41.192,12.19,12.1,477.133,-6.9,17.695,13.495,"Sub-Saharan Africa",3.56722677353438,3.1880558098157,4.41153854857561,-2.62987870645307
"Niger",1982,-8.198,82.937,6.199,23.7,1490.62,2.174,10.4,-13.9,"Sub-Saharan Africa",3.03725640436464,3.85906701721049,5.11126480690741,1.51884861926707
"Rwanda",1982,-4.991,30.435,5.486,2.6,976.428,-2.468,12.613,6.175,"Sub-Saharan Africa",3.22944297690813,1.68374314399774,4.10901022741062,-1.63528062824753
"Sao Tome and Principe",1982,-34.245,33.969,0.092,13.623,3446.3,3.093,0.4,-11.083,"Sub-Saharan Africa",0.390035319770715,3.30625109094695,4.21881211206056,1.84745245953864
"Senegal",1982,-7.967,79.94,5.966,13.107,2751.53,7.843,17.384,11.605,"Sub-Saharan Africa",3.54952365611544,3.26774568879619,5.07446265270736,2.75680824430822
"Seychelles",1982,-27.505,83.644,0.064,13.623,9697.15,-2.071,-0.854,-11.366,"Sub-Saharan Africa",-0.774282183909874,3.30625109094695,5.11975260914693,-1.47494411680028
"Sierra Leone",1982,-8.285,57.243,3.71,15,2189.81,1.78,26.89,3.521,"Sub-Saharan Africa",3.98524721865395,3.40230664548059,4.74052883089861,1.34068644963767
"South Africa",1982,-3.984,79.562,30.61,10.755,12231.56,-0.383,13.721,-1.627,"Sub-Saharan Africa",3.31339995876803,3.07067229031645,5.06972326392372,-0.374205343143222
"Tanzania",1982,-3.504,169.465,19.187,19.814,1208.36,0.6,28.9,3.2,"Sub-Saharan Africa",4.05728796729168,3.68017212092262,5.82580230149386,0.568824898732248
"Togo",1982,-6.219,69.305,3.023,6.4,1991.03,-3.708,11.13,-8.586,"Sub-Saharan Africa",3.10480339633041,2.55549355317483,4.9317162789803,-2.02134582817212
"Zambia",1982,-17.505,36.766,5.918,13.75,3056.04,-2.912,12.495,-1.502,"Sub-Saharan Africa",3.22007319309401,3.31550570363074,4.29790558131313,-1.79024487129015
"Zimbabwe",1982,-0.194,11.538,7.606,3.55,25349.97,110.505,0.59,-4.966,"Sub-Saharan Africa",0.560231076410928,1.97936657746061,3.14066577645076,5.39822842148264
"Angola",1983,-5.549,40.582,8.948,15,3219.27,4.2,1.833,0,"Sub-Saharan Africa",1.36635557864806,3.40230664548059,4.39662356502175,2.14211190823691
"Botswana",1983,-6.533,84.18,1.055,11.672,6399.97,10.793,10.5,-0.699999999999999,"Sub-Saharan Africa",3.04678233721941,3.15217001767545,5.12613982151479,3.07418420853594
"Burkina Faso",1983,-3.401,106.164,7.58,7.703,904.184,-1.2,8.346,-3.712,"Sub-Saharan Africa",2.81849947405068,2.73894394188116,5.35815442933289,-1.01597313417969
"Burundi",1983,-12.022,67.63,4.461,10.994,961.871,3.715,8.151,2.283,"Sub-Saharan Africa",2.79502959824787,3.09255883358671,4.90725350660954,2.02316691641167
"Cabo Verde",1983,-7.878,31.204,0.305,22.603,2381.22,9.521,20.155,-0.971999999999998,"Sub-Saharan Africa",3.69721443374945,3.81171879936185,4.13395012878881,2.94939360336144
"Cameroon",1983,-4.25,101.659,9.574,9.275,4078.01,6.844,20.509,5.183,"Sub-Saharan Africa",3.71460482755528,2.92336331285054,5.31479544563677,2.62181458680366
"Central African Republic",1983,-4.248,35.158,2.467,3.2,1189.86,-6.027,14.558,1.315,"Sub-Saharan Africa",3.3724653744377,1.87986358439691,4.2532015590759,-2.49620893587018
"Chad",1983,3.3,0,4.832,5.778,1248.38,15.659,7.875,1.446,"Sub-Saharan Africa",2.76084744711541,2.45461037204163,0,3.4452110144544
"Comoros",1983,-5.674,60.436,0.379,26.378,2793.63,3.093,9.21,-6.001,"Sub-Saharan Africa",2.91637136145742,3.96603661569953,4.79480057349179,1.84745245953864
"Congo, Dem. Rep.",1983,-0.551,283.195,27.694,22.1,2284.32,1.41,76.73,39.661,"Sub-Saharan Africa",5.03348240694135,3.7892362615528,6.33928600407184,1.14378071498152
"Congo, Rep.",1983,-28.49,31.027,1.87,14.944,3928.88,2.393,3.471,0.0169999999999999,"Sub-Saharan Africa",1.95772289389608,3.39857464104178,4.12826456572821,1.6067422542014
"Cote d'Ivoire",1983,-9.973,495.201,8.779,15.73,5693.75,-2.5,5.879,-1.51,"Sub-Saharan Africa",2.4716898618187,3.44972574470691,6.89811194078878,-1.6472311463711
"Equatorial Guinea",1983,-4.631,259.288,0.314,19.5,774.656,5.004,60.058,21.802,"Sub-Saharan Africa",4.7885272457022,3.66421846088644,6.25109031213423,2.31322250424772
"Eswatini",1983,-14.567,22.416,0.629,11.9,3781.28,-0.547,11.568,0.760999999999999,"Sub-Saharan Africa",3.14325283269455,3.17144633596124,3.80341933440787,-0.52285013619742
"Ethiopia",1983,-2.094,7.298,35.256,8.522,914.738,7.845,3.569,-4.205,"Sub-Saharan Africa",1.98450547022514,2.83922296082503,2.68540869362875,2.75706116919381
"Gabon",1983,12.222,56.058,0.799,5.778,18715.31,2,10.4,-6.3,"Sub-Saharan Africa",3.03725640436464,2.45461037204163,4.71961359461805,1.44363547517881
"Gambia, The",1983,-0.649,33.452,0.688,23,2862.08,13.518,10.645,2.41,"Sub-Saharan Africa",3.06043643267732,3.82911365162088,4.20348208776492,3.2985346036682
"Guinea",1983,-0.12,49.081,114.117,18.6,2463.38,1.3,30.263,0.348000000000003,"Sub-Saharan Africa",4.10334588379645,3.61703060614339,4.5867229388309,1.0784510589549
"Guinea-Bissau",1983,-15.161,43.548,0.832,3.531,1657.23,-3.4,23.309,6.767,"Sub-Saharan Africa",3.84244655827127,1.97420213932846,4.46714275927966,-1.9378792776645
"Kenya",1983,-0.419,39.511,17.5,15.126,3590.76,1.593,11.398,-9.269,"Sub-Saharan Africa",3.12850389492767,3.41065318845292,4.36988639778385,1.24526748952
"Lesotho",1983,42.504,71.728,1.384,4.733,1214.25,3.049,17.549,5.133,"Sub-Saharan Africa",3.55895493633527,2.25868418442892,4.96607695618452,1.83382877428891
"Madagascar",1983,-5.272,48.387,9.395,25.01,1941.01,0.9,19.469,-12.438,"Sub-Saharan Africa",3.66262954357107,3.91282236623759,4.57248512426967,0.808866935652782
"Malawi",1983,-4.381,82.228,7.116,9.65,1015.67,3.694,13.768,4.244,"Sub-Saharan Africa",3.31681049678415,2.96277898488097,5.10268002952342,2.01769401797238
"Mali",1983,-7.242,67.099,7.864,22.7,1128.83,3.229,10.5,6.648,"Sub-Saharan Africa",3.04678233721941,3.815996916046,4.89937184414594,1.88847803702964
"Mauritius",1983,-1.598,147.494,1.002,19.721,5417.1,0.384,7.452,-5.932,"Sub-Saharan Africa",2.70610141760593,3.6754734287529,5.68694616923405,0.375139037219711
"Mozambique",1983,-12.662,147.494,12.44,41.018,394.141,-15.7,28.198,10.503,"Sub-Saharan Africa",4.03271250092216,4.40730673270477,5.68694616923405,-3.44782059328739
"Niger",1983,-2.436,59.755,6.415,13.623,1384.87,-3.864,1.621,-8.779,"Sub-Saharan Africa",1.26006104712095,3.30625109094695,4.78347005759352,-2.06118878710628
"Rwanda",1983,-2.471,38.284,5.694,15.275,997.609,6.035,6.629,-5.984,"Sub-Saharan Africa",2.59024230497867,3.42043443162182,4.33834976234616,2.49751754905791
"Sao Tome and Principe",1983,-16.035,34.742,0.095,13.623,3236.07,-3.874,7,6.6,"Sub-Saharan Africa",2.64412076105863,3.30625109094695,4.24130356989593,-2.06369120107478
"Senegal",1983,-8.857,55.655,6.14,24.567,2531.47,-5.326,11.707,-5.677,"Sub-Saharan Africa",3.15515326371852,3.89496522685567,4.71239980253228,-2.37444666978525
"Seychelles",1983,-17.755,31.676,0.064,13,9649.08,-0.616,6.577,7.431,"Sub-Saharan Africa",2.58245584710346,3.25957255626292,4.14895554442212,-0.58249627758616
"Sierra Leone",1983,-0.988,179.665,3.797,15.4,2105.9,-1.576,68.526,41.636,"Sub-Saharan Africa",4.92041365052638,3.42856716771906,5.8842489310806,-1.23619435261923
"South Africa",1983,-0.42,33.982,31.41,12.543,11699.92,-1.847,12.797,-0.923999999999999,"Sub-Saharan Africa",3.2438810595049,3.2238951958508,4.21919457509612,-1.37304078151594
"Tanzania",1983,-1.992,63.62,19.791,3,1199.58,2.4,27.1,-1.8,"Sub-Saharan Africa",3.99302114406738,1.81844645923207,4.84613682761448,1.6094379124341
"Togo",1983,-3.261,91.586,3.127,15.275,1825.98,-5.156,9.355,-1.775,"Sub-Saharan Africa",2.93190259668436,3.42043443162182,5.21045540529768,-2.34258235141602
"Zambia",1983,-9.017,0,6.103,26.5,2929.15,-1.145,19.692,7.197,"Sub-Saharan Africa",3.6740037238675,3.9706477221759,0,-0.980281194681377
"Angola",1984,-2.488,55.139,9.185,6.147,3324.54,6,1.833,0,"Sub-Saharan Africa",1.36635557864806,2.51566290032948,4.70308666867135,2.49177985264491
"Benin",1984,-3.66,67.956,4.259,20.1,2233.03,0.4,10.265,16.332,"Sub-Saharan Africa",3.02425141827561,3.69448521861416,4.91206174886347,0.390035319770715
"Botswana",1984,-4.896,25.568,1.093,8.139,6574.15,6.517,8.6,-1.9,"Sub-Saharan Africa",2.848272578259,2.7935672814782,3.93487095614852,2.57339635358578
"Burkina Faso",1984,-0.219,67.526,7.776,11.8,895.434,1.6,4.847,-3.499,"Sub-Saharan Africa",2.28198247225036,3.16303735678811,4.90571471238925,1.24898332790488
"Burundi",1984,-11.723,179.665,4.591,32.137,935.937,0.155,14.317,6.166,"Sub-Saharan Africa",3.35581224971406,4.16339717055678,5.8842489310806,0.154385969709221
"Cabo Verde",1984,-4.786,44.303,0.312,22.982,2419.66,3.783,9.677,-10.478,"Sub-Saharan Africa",2.9655581644997,3.82833147605306,4.48432692301219,2.04069274367267
"Cameroon",1984,-1.649,41.259,9.831,8.037,4267.92,7.468,12.095,-8.414,"Sub-Saharan Africa",3.18764390613955,2.78105114782437,4.41316327871159,2.70822717673013
"Central African Republic",1984,-4.989,53.678,2.526,17.137,1277.15,9.912,2.604,-11.954,"Sub-Saharan Africa",1.68517809889846,3.53523724033439,4.67623716897144,2.98942825474338
"Chad",1984,0.732,59.888,4.958,16.296,1280.8,5.256,20.3,12.425,"Sub-Saharan Africa",3.70437417888259,3.48500694108423,4.78569302886653,2.36144663027057
"Comoros",1984,-28.91,151.31,0.383,70,2881.36,4.167,6.055,-3.155,"Sub-Saharan Africa",2.50078170965976,4.94169343911329,5.7124888123947,2.13443987623493
"Congo, Dem. Rep.",1984,0.102,25.717,28.608,16.4,2318.48,4.844,52.63,-24.1,"Sub-Saharan Africa",4.65652372312427,3.491356728334,3.94067722484031,2.2813761191786
"Congo, Rep.",1984,16.246,34.26,1.928,9.883,3901.76,2.375,3.488,0.0169999999999999,"Sub-Saharan Africa",1.96241858261635,2.986513061514,4.22733859841987,1.59977962416657
"Cote d'Ivoire",1984,-0.784,44.044,9.025,7.05,5428.12,-2,4.281,-1.598,"Sub-Saharan Africa",2.16070396270316,2.65116719386414,4.47846516425935,-1.44363547517881
"Equatorial Guinea",1984,-33.112,257.938,0.338,16.36,727.844,1.011,59.518,-0.539999999999999,"Sub-Saharan Africa",4.77949653467519,3.48891926281609,6.24587018409343,0.88913041100689
"Eswatini",1984,-12.334,33.145,0.652,15.5,3742.36,2.481,12.94,1.372,"Sub-Saharan Africa",3.2549601769752,3.43502616673848,4.19426654282552,1.64015151438538
"Ethiopia",1984,-2.74,125.587,36.415,8.9,865.209,-2.305,-0.334,-3.903,"Sub-Saharan Africa",-0.32808254249424,2.88233978630097,5.52616177645558,-1.572270353575
"Gabon",1984,17.905,55.311,0.816,4.799,19209.74,4.9,5.9,-4.5,"Sub-Saharan Africa",2.47520521940257,2.27223735276834,4.70620069216196,2.29263575204241
"Gambia, The",1984,-3.368,32.653,0.716,9.231,2540.1,-7.62,22.106,11.461,"Sub-Saharan Africa",3.78950744052102,2.91863561869916,4.17931830678714,-2.72820157068431
"Ghana",1984,-0.428,29.363,12.296,14.375,2055.59,9.378,40.03,-82.215,"Sub-Saharan Africa",4.38293233295405,3.3598454074626,4.07317239360078,2.93434428132609
"Guinea",1984,-0.264,0,1.1,8.05,12907.44,1.4,26.01,-4.253,"Sub-Saharan Africa",3.95199759352128,2.78265501250976,0,1.13798204629337
"Guinea-Bissau",1984,-19.834,142.585,0.85,13.743,1712.42,5.5,64.855,41.546,"Sub-Saharan Africa",4.86536062053424,3.31499782515158,5.65309779024594,2.40605912529802
"Kenya",1984,-1.084,46.531,18.1,31.1,3527.28,1.6,10.284,-1.114,"Sub-Saharan Africa",3.02609196019622,4.130613374997,4.53338138399939,1.24898332790488
"Lesotho",1984,48.246,3.221,1.358,6.475,1295.94,4.769,10.812,-6.737,"Sub-Saharan Africa",3.07593557301599,2.56700608935035,1.88610870550391,2.26609909877385
"Madagascar",1984,-4.949,40.887,9.647,8.9,1923.62,1.76,9.72,-9.749,"Sub-Saharan Africa",2.96996846500864,2.88233978630097,4.40410885531954,1.33084849584258
"Malawi",1984,-1.415,58.673,7.368,8.53,1033.77,5.373,19.745,5.977,"Sub-Saharan Africa",3.67668810694858,2.84015487915527,4.76519944893903,2.38308299098824
"Mali",1984,-8.401,34.192,8.03,25,1132.21,2.419,10.714,0.214,"Sub-Saharan Africa",3.06686929135481,3.91242276564126,4.22535265158835,1.61672105830049
"Mauritius",1984,-4.609,70.586,1.012,17.623,5616.71,4.775,5.525,-1.927,"Sub-Saharan Africa",2.41052145084686,3.56315604857897,4.95002917812453,2.26732970352387
"Mozambique",1984,-9.027,33.967,12.636,10.683,362.795,-6.5,30.044,1.846,"Sub-Saharan Africa",4.09608700414232,3.06398426250838,4.21875325861376,-2.5708146780957
"Niger",1984,0.058,53.887,6.634,13,1113.91,-16.82,8.412,6.791,"Sub-Saharan Africa",2.82632084355303,3.25957255626292,4.68012252470803,-3.51659833185836
"Rwanda",1984,-2.24,50.77,5.832,5,1100.3,12.974,5.359,-1.27,"Sub-Saharan Africa",2.38051812796962,2.31243834127275,4.62054978512649,3.25757646228926
"Sao Tome and Principe",1984,-21.988,48.588,0.097,13.623,2965.99,-6.03,3.2,-3.8,"Sub-Saharan Africa",1.87986358439691,3.30625109094695,4.57662964716775,-2.49669986381344
"Senegal",1984,-8.131,12.142,6.322,29.175,2550.64,3.746,11.742,0.0350000000000001,"Sub-Saharan Africa",3.15812766856964,4.06675293911182,3.19150914126356,2.03119345741573
"Seychelles",1984,-8.782,11.907,0.065,9.825,10005.12,4.306,1.179,-5.398,"Sub-Saharan Africa",1.00245952666819,2.98065718649662,3.1720323341083,2.16637494633931
"Sierra Leone",1984,-1.117,90.893,3.819,8.644,2129.49,1.7,66.575,-1.95099999999999,"Sub-Saharan Africa",4.89153271249538,2.85334183160675,5.20286043041523,1.30082042684065
"South Africa",1984,-2.208,17.717,32.21,13.718,11991.11,5.099,11.345,-1.452,"Sub-Saharan Africa",3.12386102965344,3.31318187046841,3.5684673134121,2.33167128589255
"Tanzania",1984,-2.58,113.936,20.402,15.953,1203.26,3.4,36.1,9,"Sub-Saharan Africa",4.27963182473174,3.46377496077029,5.42880332554892,1.9378792776645
"Uganda",1984,1.399,136.829,12.734,4.8,1052.93,-3,16.711,-133.289,"Sub-Saharan Africa",3.51010839704584,2.2724413273866,5.61189250446793,-1.81844645923207
"Zambia",1984,-11.068,33.145,6.291,12.2,2792.94,-1.718,20.019,0.326999999999998,"Sub-Saharan Africa",3.69045223443121,3.19625857216558,4.19426654282552,-1.30991104879927
"Zimbabwe",1984,1.118,17.027,8.099,0.982,16096.44,-0.104,-1.857,6.595,"Sub-Saharan Africa",-1.37779198228924,0.868588218669201,3.52880869738514,-0.103813429324549
"Angola",1985,2.306,38.435,10.35,27.5,3053.55,3.5,1.833,0,"Sub-Saharan Africa",1.36635557864806,4.00766359994195,4.34228487387885,1.96572047164965
